00,1.2563,1.3524,1.4442,1.5314,1.6142,1.6926,1.7669,1.8376,1.9045,1.9683,2.0292,2.0873,2.1428,2.196,2.2469,2.2956,2.3424,2.3871,2.4306,2.4723,2.5118,2.5506,2.5879,2.6234,2.6583,2.6918,2.7243,2.7552,2.7855,2.8146,2.843
-0.5,3.84E-05,8.74E-05,6.82E-05,-2.39E-05,-0.000108943,-3.14E-05,-3.78E-05,-4.18E-05,-5.31E-05,8.86E-06,-2.89E-05,4.60E-05,-6.15E-05,-6.90E-05,-6.73E-05,-5.37E-05,9.78E-05,5.44E-05,7.15E-05,-9.10E-05,2.40E-05,0.00015313,0.000154971,-1.83E-06,-0.001195137,1.45E-05,-0.001612292,-0.001642778,-0.005278653,0.001401957,0.002225648
-0.45,-0.000361596,3.07E-05,0.000116874,-5.11E-05,-1.99E-05,-1.22E-05,6.58E-05,1.31E-05,0.000111345,-5.09E-05,2.06E-05,-9.12E-05,-6.43E-06,-8.53E-05,-5.40E-05,-4.78E-05,-2.85E-05,-9.71E-05,-4.46E-05,-0.000153188,0.000261276,-0.000167777,-0.000424712,0.0005466,-0.000249591,0.001149478,0.000545152,-0.002492347,-0.002201412,0.002060066,0.003409057
-0.4,-0.000115707,4.79E-05,-3.45E-05,-2.71E-05,2.03E-07,-1.08E-05,-1.77E-05,-6.21E-06,6.24E-05,5.66E-05,9.12E-06,3.11E-05,-1.78E-05,0.000124616,-5.04E-05,-1.01E-05,-9.32E-05,-7.00E-05,-5.77E-05,0.000122112,0.000232291,0.000129081,-1.85E-05,-0.000281164,-0.001207466,-0.001277008,2.83E-05,0.006122485,0.002936973,-0.008043196,-0.004709947
-0.35,0.000277676,-7.97E-05,-1.01E-05,-7.09E-05,7.19E-05,3.83E-05,-4.82E-05,-1.96E-05,-3.97E-05,-3.47E-05,-7.72E-05,-9.16E-05,-4.90E-05,0.000101947,1.51E-05,0.00011715,-0.000172659,-6.47E-05,0.000157946,-0.000400689,-0.000102758,0.000722984,-0.000116494,0.000277938,-0.000279663,0.001282312,0.001091832,-0.001554958,-0.001237668,-0.000396229,0.003734664
-0.3,8.69E-05,0.000259632,-6.19E-05,-2.91E-05,-7.79E-06,2.38E-05,-5.24E-05,3.66E-06,5.31E-05,-8.85E-05,-5.78E-05,-6.13E-05,3.04E-05,0.000220995,0.000134961,0.000167756,3.55E-05,0.000238682,5.09E-05,1.73E-06,0.000351747,-9.58E-05,-0.000426634,-0.000175692,-0.000198608,0.000320636,0.001168973,0.003610515,0.001062648,-0.004986244,0.001248792
-0.25,0.000129039,0.000203428,-0.000222827,0.000235736,-0.000117476,-6.74E-05,-6.80E-05,-1.44E-05,-1.52E-05,-1.64E-05,3.62E-05,-5.60E-05,0.000251381,0.000345269,0.000165031,0.000231127,0.000143179,0.000144188,-6.97E-05,-0.000152234,0.000154062,0.000430182,-0.000275696,-0.000764834,0.00133616,-0.001479882,0.001269626,0.002114152,0.006207897,0.003060527,0.005835886
-0.2,-9.56E-06,0.000422034,-0.000114866,0.000169822,-0.000145862,-0.00015265,-2.40E-05,-4.99E-05,-9.66E-05,-0.000147214,-9.34E-05,-3.57E-05,0.000149257,0.000270453,0.000302145,0.000217478,0.000229471,0.000325664,-2.41E-05,-0.000191086,8.45E-05,5.07E-05,-0.000140946,-0.000999012,-0.000858485,0.001961756,0.000810098,0.001410997,-0.002735325,0.002044202,0.0028825
-0.15,-0.000276358,0.000289018,-0.000163082,-3.83E-05,-0.00021822,-0.000230463,-4.64E-05,-8.02E-05,-0.000144428,-0.000255014,-0.000203076,-0.000115929,7.68E-05,0.000450139,0.000246165,0.000358138,9.01E-05,0.000114007,1.98E-05,-2.25E-05,-0.000159973,-0.00030125,-0.000523824,1.00E-05,-0.000262538,-0.002455599,-0.000567899,0.00327896,-0.002645991,0.004850069,0.000621035
-0.1,-0.000388416,0.00035978,-0.00020837,-6.24E-05,-0.000176224,-0.000667041,-0.000296126,-0.000383184,-0.00041221,-0.000531293,-0.000761179,-0.000538874,0.000385168,0.001232287,0.00100142,0.000829803,0.000732007,0.000343519,0.000436297,0.000193164,-7.82E-05,0.00010384,-0.000391163,0.000518118,-7.30E-05,-0.000239485,0.000175334,-0.001697795,0.002120369,-0.000517223,0.003577625
-0.05,-0.001210901,-7.05E-05,-0.000203282,4.04E-05,-0.000424034,-0.002162004,-0.001679608,-0.002152234,-0.002481416,-0.002722145,-0.002561544,-0.000466811,0.004799769,0.008335701,0.006979145,0.004733158,0.002810151,0.002178009,0.001448098,0.00087139,0.000712716,0.000615989,-1.74E-05,-0.001216045,-0.000539331,0.001704259,0.000132303,-0.002458896,0.00472828,-0.001860997,0.005728057
-6.94E-17,-0.001172137,-0.000662512,-0.000894072,-0.000373402,-0.001057057,-0.00389686,-0.003925125,-0.005502802,-0.00621371,-0.006820368,-0.005730772,0.000492993,0.014062451,0.022849059,0.018741541,0.011494685,0.006709131,0.003702396,0.001823442,0.000448332,-0.000321374,-0.001321317,-0.001490648,-0.002477698,-0.004135023,-0.003589985,-0.003535672,-0.002353632,-0.002726986,-0.008973927,0.000546436
