6.400835696081560444e-01	-1.791768000000000143e+02	2.927740000000000009e+01
7.700881207024830033e-01	-1.230767999999999773e+02	1.690240000000000009e+01
8.900515967918140037e-01	-8.873472100000000751e+01	1.132680000000000042e+01
1.019606804548520040e+00	-6.774962499999998045e+01	7.915199999999998681e+00
1.139560546260109941e+00	-5.195548899999999293e+01	5.196239999999999526e+00
1.260001904807920070e+00	-4.112684099999999887e+01	4.109440000000000204e+00
1.389957258218609937e+00	-3.317982399999999643e+01	3.460799999999999876e+00
1.509976707259770068e+00	-2.676479999999999748e+01	2.693599999999999994e+00
1.640002479273809932e+00	-2.170462500000000006e+01	2.239199999999999857e+00
1.759889104799140069e+00	-1.763792499999999919e+01	1.766100000000000003e+00
1.879972516043969977e+00	-1.399160900000000041e+01	1.648679999999999923e+00
2.010119770316140198e+00	-1.018202500000000121e+01	1.923000000000000043e+00
2.129946528656580185e+00	-6.821616000000000568e+00	3.785600000000000076e+00
2.260010707858179924e+00	-5.600528999999999868e+00	5.257080000000000197e+00
2.380191734173540130e+00	-5.409264000000000294e+00	6.154879999999999463e+00
2.500185267858430205e+00	-5.085696000000000438e+00	6.256160000000000387e+00
2.630127013854469897e+00	-4.602789000000000463e+00	6.207500000000000462e+00
2.749704755668660017e+00	-4.208008999999998778e+00	5.944559999999999178e+00
2.880004353846679965e+00	-3.750525000000000553e+00	5.762500000000000178e+00
2.999859362039670074e+00	-3.232448999999999906e+00	5.649919999999999831e+00
3.119883931381469910e+00	-2.735056000000000154e+00	5.586240000000000094e+00
3.249913169937079793e+00	-2.413124999999999076e+00	5.439700000000000202e+00
3.370051302883930067e+00	-2.051025000000000098e+00	5.372000000000000774e+00
3.500400548647649934e+00	-1.794155999999999418e+00	5.249839999999999840e+00
3.619976275418970157e+00	-1.624895999999999896e+00	5.070080000000000808e+00
3.740096151828049997e+00	-1.520440999999999487e+00	4.880279999999999951e+00
3.869668771320220024e+00	-1.274689000000000183e+00	4.921079999999999011e+00
3.990479157808170196e+00	-1.085041000000000588e+00	4.772039999999999615e+00
4.120444913030899770e+00	-8.590410000000006097e-01	4.701200000000000045e+00
4.240225288409700255e+00	-6.502889999999998949e-01	4.637719999999999843e+00
4.359500261360749640e+00	-5.641889999999998295e-01	4.735699999999999577e+00
4.490553691890609933e+00	-5.777160000000001183e-01	4.806319999999999482e+00
4.610791648683520094e+00	-6.797239999999997728e-01	4.837199999999999278e+00
4.739456706158249766e+00	-8.713810000000004052e-01	4.768620000000000303e+00
4.860219029129740242e+00	-1.042981000000000602e+00	4.909620000000000317e+00
4.979284635867459841e+00	-1.302188999999999597e+00	4.885419999999999874e+00
5.110642515791409934e+00	-1.440800999999999554e+00	4.821320000000000050e+00
5.229193902703490160e+00	-1.608803999999999901e+00	4.613120000000000331e+00
5.360319387509719924e+00	-1.698364000000000429e+00	4.408319999999999794e+00
5.481175394920409616e+00	-1.733424000000000298e+00	4.172480000000000189e+00
5.600008465812999603e+00	-1.740269000000000732e+00	3.925619999999999887e+00
5.729398679902939939e+00	-1.720201000000000091e+00	3.669840000000000213e+00
5.851070666970260348e+00	-1.644201000000000024e+00	3.434080000000000243e+00
5.980906291997089674e+00	-1.536701000000000095e+00	3.229979999999999851e+00
6.098582756178050346e+00	-1.422400000000000331e+00	3.068999999999999950e+00
6.220982811495219700e+00	-1.268649000000000360e+00	2.926280000000000214e+00
6.348396693963120008e+00	-1.132699999999999818e+00	2.793599999999999639e+00
6.470990993376809719e+00	-1.024043999999999954e+00	2.637199999999999545e+00
6.598413381218719564e+00	-9.039690000000000225e-01	2.513559999999999572e+00
