00,1.2563,1.3524,1.4442,1.5314,1.6142,1.6926,1.7669,1.8376,1.9045,1.9683,2.0292,2.0873,2.1428,2.196,2.2469,2.2956,2.3424,2.3871,2.4306,2.4723,2.5118,2.5506,2.5879,2.6234,2.6583,2.6918,2.7243,2.7552,2.7855,2.8146,2.843
-0.5,0.000162154,0.000243043,-1.33E-05,-3.41E-05,1.98E-06,-5.91E-06,-5.09E-05,-2.05E-05,-3.86E-05,1.48E-06,7.64E-05,6.75E-05,3.31E-05,5.12E-06,-0.000113613,-0.000131656,6.39E-05,3.06E-05,-0.000208284,0.000231217,-0.000148423,-0.000894064,0.000495247,0.000101391,0.000495006,-0.002005276,-0.001066831,0.003312622,-0.007112484,0.00083685,-0.029153656
-0.45,4.31E-05,2.95E-05,-1.83E-05,-4.43E-06,-6.36E-08,-5.69E-05,-1.27E-05,-4.49E-05,-3.93E-05,-5.86E-05,-2.54E-05,2.19E-05,2.14E-05,4.67E-05,-0.00012011,-2.30E-05,4.08E-05,2.11E-05,-0.000548208,-0.000585002,-0.000929753,-0.000139664,-0.000779051,-0.000857557,-0.000825862,0.003545975,0.002018638,0.003866755,0.007840344,0.003491283,-0.026652533
-0.4,-0.000232373,7.01E-05,5.77E-05,0.000123202,-2.27E-05,-1.19E-05,4.01E-05,-3.36E-05,3.16E-06,2.32E-06,8.42E-06,1.60E-05,-1.59E-05,-6.00E-05,0.000121193,-0.000188501,-2.36E-05,0.00015388,-0.00026491,-7.39E-05,0.000488474,0.00099159,-0.000156898,-0.000295763,0.003022334,-0.001282169,-0.002109198,0.009498024,0.001467468,-0.00608021,0.004952554
-0.35,0.00022871,-0.00023532,-1.94E-05,-6.85E-05,-4.83E-05,5.29E-05,5.10E-06,-1.80E-06,3.77E-05,-4.09E-05,2.47E-06,-2.14E-05,-9.35E-05,3.96E-06,0.000137591,0.000161621,7.38E-06,-0.000331754,-0.000382691,1.36E-05,4.41E-05,-0.000112938,-0.000828398,0.000196167,9.28E-05,-0.002352615,0.006345089,0.00307541,0.009348789,-0.009265344,0.014580497
-0.3,-0.000174277,0.000149228,-1.16E-05,-8.22E-06,2.18E-05,6.90E-05,-5.89E-05,-3.29E-06,-1.71E-05,-1.24E-05,-4.11E-06,-0.000113934,-9.29E-05,-1.73E-05,-0.000100285,0.000148676,0.000150994,0.000207373,0.000420529,0.00045325,0.001191425,0.000374292,0.00088461,0.001748179,0.001085772,-0.001722512,-7.84E-05,0.000123418,-0.000595622,-0.01581105,0.002319759
-0.25,-2.64E-06,-5.39E-05,-7.66E-05,-7.84E-06,2.92E-05,0.000140827,-1.26E-05,-2.25E-05,8.60E-06,3.71E-05,5.30E-06,-7.26E-05,-6.10E-05,1.19E-05,0.000208823,0.000342383,0.000662568,0.000644312,0.000488462,0.000837822,-0.00039771,-0.000303649,-0.002313044,-0.001754459,0.000717823,-0.000615205,-0.005184361,-0.001722426,0.007410045,0.013504215,-0.007548209
-0.2,-4.98E-05,0.000106905,-1.36E-05,0.000128751,0.000191411,0.000456247,-1.51E-05,0.00019867,0.000262156,0.00029573,0.000345076,0.000246422,3.75E-05,0.000313586,0.000451575,0.000244919,-9.92E-05,2.10E-05,-0.00011452,-0.000183199,-0.00012097,-0.00021383,5.12E-05,-0.001763578,0.000389825,0.006898546,0.00437053,0.007295469,-0.00555167,0.005910239,0.006218179
-0.15,0.000194387,6.15E-05,1.98E-05,0.000134242,0.000237586,0.001730234,-8.81E-06,0.000519911,0.000450092,0.000312201,5.71E-05,-0.000373049,-0.00055574,-0.000619135,-0.000567131,-0.000424667,-9.86E-05,-0.000308285,-0.000404992,-0.000372155,-0.0010746,-0.000330518,-0.000933046,-0.001126412,0.002748937,5.94E-06,0.000355976,0.007765278,0.004994563,0.009941717,0.023359846
-0.1,0.001065829,0.001001717,0.000158727,0.000197317,0.000264853,0.001015711,-0.001319333,-0.000642381,-0.001093995,-0.001564508,-0.002069875,-0.00274408,-0.003293941,-0.002918824,-0.002279066,-0.001927221,-0.001768995,-0.001636164,-0.002194607,-0.001003024,-0.001839033,-0.00171605,0.000372073,5.56E-05,-0.001524976,0.002854948,0.001212291,-0.002501883,-0.004136416,-0.010873681,0.022660012
-0.05,0.000353097,0.00155414,0.000234492,-0.000182539,0.000216868,-0.001049396,-0.001440414,-0.00260734,-0.003974453,-0.005644001,-0.00803879,-0.011186052,-0.012679619,-0.010551555,-0.006385215,-0.003737689,-0.00198309,-0.000840797,4.10E-05,0.001036592,0.002375652,0.002502683,0.002276948,0.005352735,0.007330837,0.002539013,0.003138628,-0.001416267,0.010451323,-0.002546115,-0.000613518
-6.94E-17,0.000879977,0.001342875,0.000946062,-0.000208986,0.001094442,0.001735586,0.001296974,-0.001273201,-0.004452782,-0.009021724,-0.015908884,-0.023762821,-0.027671017,-0.021150791,-0.010103689,-0.001806356,0.002853464,0.005641931,0.00675329,0.00803587,0.009860855,0.009174567,0.008793776,0.009194834,0.010126976,0.009108709,0.005701192,0.009611126,0.008965718,-0.004439791,0.009723558
0.05,0.00144961,0.002973856,0.003772389,0.002938003,0.003197103,0.003928322,0.002315526,-0.001050694,-0.006441512,-0.014474133,-0.026316265,-0.040234051,-0.047071626,-0.036447882,-0.017563267,-0.002927979,0.005430647,0.010144084,0.01233658,0.013685428,0.013540598,0.013014416,0.011768366,0.013233186,0.011696853,0.01096418,0.013852805,0.009838396,0.000258024,0.011451113,0.019060626
