#T_e[K]	nu_ee_Fourment[1/s]	nu_ee_Kirkwood[1/s]	nu_ei[1/s]	nu_c[1/s]	nu_tot_Fourment[1/s]	nu_tot_Kirkwood[1/s]
3.291029102910291e+02	-5.408240769814907e+10	5.213165583997059e+11	4.830917874396136e+14	1.730028454781989e+16	4.830377050319154e+14	4.836131039980132e+14
3.300730073007301e+02	-5.574044096863442e+10	5.243944588711094e+11	4.830917874396136e+14	1.730033586262906e+16	4.830360469986449e+14	4.836161818984847e+14
3.310431043104310e+02	-5.738824064463829e+10	5.274814187209394e+11	4.830917874396136e+14	1.730038717728602e+16	4.830343991989689e+14	4.836192688583345e+14
3.320132013201320e+02	-5.902572924998944e+10	5.305774379491954e+11	4.830917874396136e+14	1.730043849179077e+16	4.830327617103636e+14	4.836223648775628e+14
3.329832983298330e+02	-6.065282960906302e+10	5.336825165558778e+11	4.830917874396136e+14	1.730048980614332e+16	4.830311346100044e+14	4.836254699561694e+14
3.339533953395339e+02	-6.226946550544885e+10	5.367966545409863e+11	4.830917874396136e+14	1.730054112034367e+16	4.830295179741081e+14	4.836285840941546e+14
3.349234923492349e+02	-6.387556161160905e+10	5.399198519045214e+11	4.830917874396136e+14	1.730059243439182e+16	4.830279118780019e+14	4.836317072915181e+14
3.358935893589359e+02	-6.547104315634766e+10	5.430521086464825e+11	4.830917874396136e+14	1.730064374828777e+16	4.830263163964572e+14	4.836348395482601e+14
3.368636863686369e+02	-6.705583623176328e+10	5.461934247668698e+11	4.830917874396136e+14	1.730069506203152e+16	4.830247316033818e+14	4.836379808643804e+14
3.378337833783378e+02	-6.862986758222045e+10	5.493438002656834e+11	4.830917874396136e+14	1.730074637562308e+16	4.830231575720313e+14	4.836411312398792e+14
3.388038803880388e+02	-7.019306487293329e+10	5.525032351429232e+11	4.830917874396136e+14	1.730079768906245e+16	4.830215943747406e+14	4.836442906747565e+14
3.397739773977398e+02	-7.174535637022467e+10	5.556717293985892e+11	4.830917874396136e+14	1.730084900234962e+16	4.830200420832433e+14	4.836474591690121e+14
3.407440744074407e+02	-7.328667119092551e+10	5.588492830326816e+11	4.830917874396136e+14	1.730090031548460e+16	4.830185007684226e+14	4.836506367226462e+14
3.417141714171417e+02	-7.481693923203230e+10	5.620358960452002e+11	4.830917874396136e+14	1.730095162846739e+16	4.830169705003815e+14	4.836538233356588e+14
3.426842684268427e+02	-7.633609088933516e+10	5.652315684361450e+11	4.830917874396136e+14	1.730100294129798e+16	4.830154513487242e+14	4.836570190080497e+14
3.436543654365437e+02	-7.784405760737437e+10	5.684363002055162e+11	4.830917874396136e+14	1.730105425397640e+16	4.830139433820062e+14	4.836602237398191e+14
3.446244624462446e+02	-7.934077135506464e+10	5.716500913533136e+11	4.830917874396136e+14	1.730110556650262e+16	4.830124466682585e+14	4.836634375309669e+14
3.455945594559456e+02	-8.082616505414978e+10	5.748729418795371e+11	4.830917874396136e+14	1.730115687887666e+16	4.830109612745594e+14	4.836666603814931e+14
3.465646564656466e+02	-8.230017201645793e+10	5.781048517841869e+11	4.830917874396136e+14	1.730120819109852e+16	4.830094872675971e+14	4.836698922913978e+14
3.475347534753475e+02	-8.376272671128259e+10	5.813458210672629e+11	4.830917874396136e+14	1.730125950316820e+16	4.830080247129023e+14	4.836731332606808e+14
3.485048504850485e+02	-8.521376395963393e+10	5.845958497287651e+11	4.830917874396136e+14	1.730131081508569e+16	4.830065736756539e+14	4.836763832893423e+14
3.494749474947495e+02	-8.665321958011804e+10	5.878549377686937e+11	4.830917874396136e+14	1.730136212685101e+16	4.830051342200334e+14	4.836796423773822e+14
3.504450445044504e+02	-8.808102991571964e+10	5.911230851870486e+11	4.830917874396136e+14	1.730141343846414e+16	4.830037064096979e+14	4.836829105248006e+14
3.514151415141514e+02	-8.949713214075505e+10	5.944002919838296e+11	4.830917874396136e+14	1.730146474992510e+16	4.830022903074728e+14	4.836861877315974e+14
3.523852385238524e+02	-9.090146420331932e+10	5.976865581590367e+11	4.830917874396136e+14	1.730151606123389e+16	4.830008859754102e+14	4.836894739977726e+14
3.533553355335533e+02	-9.229396455670361e+10	6.009818837126703e+11	4.830917874396136e+14	1.730156737239050e+16	4.829994934750569e+14	4.836927693233262e+14
3.543254325432544e+02	-9.367457249832246e+10	6.042862686447302e+11	4.830917874396136e+14	1.730161868339493e+16	4.829981128671152e+14	4.836960737082583e+14
3.552955295529553e+02	-9.504322819529381e+10	6.075997129552163e+11	4.830917874396136e+14	1.730166999424720e+16	4.829967442114183e+14	4.836993871525688e+14
3.562656265626563e+02	-9.639987219843167e+10	6.109222166441285e+11	4.830917874396136e+14	1.730172130494730e+16	4.829953875674151e+14	4.837027096562577e+14
3.572357235723572e+02	-9.774444593464977e+10	6.142537797114670e+11	4.830917874396136e+14	1.730177261549523e+16	4.829940429936789e+14	4.837060412193250e+14
3.582058205820582e+02	-9.907689148953728e+10	6.175944021572318e+11	4.830917874396136e+14	1.730182392589098e+16	4.829927105481241e+14	4.837093818417708e+14
3.591759175917592e+02	-1.003971516265443e+11	6.209440839814227e+11	4.830917874396136e+14	1.730187523613458e+16	4.829913902879871e+14	4.837127315235950e+14
3.601460146014601e+02	-1.017051699852225e+11	6.243028251840399e+11	4.830917874396136e+14	1.730192654622601e+16	4.829900822696284e+14	4.837160902647976e+14
3.611161116111611e+02	-1.030008905248743e+11	6.276706257650835e+11	4.830917874396136e+14	1.730197785616527e+16	4.829887865490887e+14	4.837194580653786e+14
3.620862086208621e+02	-1.042842582151967e+11	6.310474857245532e+11	4.830917874396136e+14	1.730202916595238e+16	4.829875031813983e+14	4.837228349253381e+14
3.630563056305631e+02	-1.055552185630636e+11	6.344334050624493e+11	4.830917874396136e+14	1.730208047558732e+16	4.829862322210504e+14	4.837262208446760e+14
3.640264026402640e+02	-1.068137178235559e+11	6.378283837787714e+11	4.830917874396136e+14	1.730213178507011e+16	4.829849737217900e+14	4.837296158233923e+14
3.649964996499650e+02	-1.080597028209069e+11	6.412324218735200e+11	4.830917874396136e+14	1.730218309440073e+16	4.829837277367927e+14	4.837330198614871e+14
3.659665966596660e+02	-1.092931211467429e+11	6.446455193466947e+11	4.830917874396136e+14	1.730223440357920e+16	4.829824943184668e+14	4.837364329589602e+14
3.669366936693669e+02	-1.105139209810278e+11	6.480676761982958e+11	4.830917874396136e+14	1.730228571260552e+16	4.829812735186325e+14	4.837398551158119e+14
3.679067906790679e+02	-1.117220511624075e+11	6.514988924283229e+11	4.830917874396136e+14	1.730233702147968e+16	4.829800653884512e+14	4.837432863320419e+14
3.688768876887689e+02	-1.129174612905279e+11	6.549391680367764e+11	4.830917874396136e+14	1.730238833020169e+16	4.829788699783231e+14	4.837467266076503e+14
3.698469846984698e+02	-1.141001015086105e+11	6.583885030236560e+11	4.830917874396136e+14	1.730243963877155e+16	4.829776873381049e+14	4.837501759426372e+14
3.708170817081708e+02	-1.152699227592470e+11	6.618468973889620e+11	4.830917874396136e+14	1.730249094718926e+16	4.829765175168543e+14	4.837536343370025e+14
3.717871787178718e+02	-1.164268763559450e+11	6.653143511326942e+11	4.830917874396136e+14	1.730254225545482e+16	4.829753605632576e+14	4.837571017907462e+14
3.727572757275727e+02	-1.175709146545876e+11	6.687908642548527e+11	4.830917874396136e+14	1.730259356356823e+16	4.829742165249590e+14	4.837605783038684e+14
3.737273727372738e+02	-1.187019901325760e+11	6.722764367554375e+11	4.830917874396136e+14	1.730264487152949e+16	4.829730854494810e+14	4.837640638763690e+14
3.746974697469747e+02	-1.198200564439797e+11	6.757710686344485e+11	4.830917874396136e+14	1.730269617933862e+16	4.829719673831696e+14	4.837675585082480e+14
3.756675667566757e+02	-1.209250675114686e+11	6.792747598918856e+11	4.830917874396136e+14	1.730274748699560e+16	4.829708623721021e+14	4.837710621995054e+14
3.766376637663766e+02	-1.220169779995328e+11	6.827875105277490e+11	4.830917874396136e+14	1.730279879450044e+16	4.829697704616140e+14	4.837745749501413e+14
3.776077607760776e+02	-1.230957432313493e+11	6.863093205420387e+11	4.830917874396136e+14	1.730285010185313e+16	4.829686916963822e+14	4.837780967601556e+14
3.785778577857786e+02	-1.241613190608862e+11	6.898401899347546e+11	4.830917874396136e+14	1.730290140905369e+16	4.829676261205527e+14	4.837816276295483e+14
3.795479547954795e+02	-1.252136620199844e+11	6.933801187058967e+11	4.830917874396136e+14	1.730295271610212e+16	4.829665737775936e+14	4.837851675583194e+14
3.805180518051805e+02	-1.262527292544096e+11	6.969291068554652e+11	4.830917874396136e+14	1.730300402299840e+16	4.829655347103592e+14	4.837887165464690e+14
3.814881488148815e+02	-1.272784785110634e+11	7.004871543834598e+11	4.830917874396136e+14	1.730305532974255e+16	4.829645089611025e+14	4.837922745939970e+14
3.824582458245825e+02	-1.282908681443782e+11	7.040542612898809e+11	4.830917874396136e+14	1.730310663633457e+16	4.829634965714692e+14	4.837958417009034e+14
3.834283428342834e+02	-1.292898570651592e+11	7.076304275747279e+11	4.830917874396136e+14	1.730315794277445e+16	4.829624975825484e+14	4.837994178671883e+14
3.843984398439844e+02	-1.302754048876664e+11	7.112156532380015e+11	4.830917874396136e+14	1.730320924906220e+16	4.829615120347259e+14	4.838030030928516e+14
3.853685368536854e+02	-1.312474716354517e+11	7.148099382797010e+11	4.830917874396136e+14	1.730326055519783e+16	4.829605399679781e+14	4.838065973778932e+14
3.863386338633863e+02	-1.322060181442351e+11	7.184132826998270e+11	4.830917874396136e+14	1.730331186118133e+16	4.829595814214693e+14	4.838102007223134e+14
3.873087308730873e+02	-1.331510056270554e+11	7.220256864983792e+11	4.830917874396136e+14	1.730336316701269e+16	4.829586364339865e+14	4.838138131261119e+14
3.882788278827883e+02	-1.340823960579617e+11	7.256471496753574e+11	4.830917874396136e+14	1.730341447269194e+16	4.829577050435556e+14	4.838174345892889e+14
3.892489248924892e+02	-1.350001518458762e+11	7.292776722307621e+11	4.830917874396136e+14	1.730346577821906e+16	4.829567872877677e+14	4.838210651118443e+14
3.902190219021902e+02	-1.359042360392300e+11	7.329172541645930e+11	4.830917874396136e+14	1.730351708359406e+16	4.829558832035744e+14	4.838247046937781e+14
3.911891189118912e+02	-1.367946122556202e+11	7.365658954768501e+11	4.830917874396136e+14	1.730356838881693e+16	4.829549928273579e+14	4.838283533350904e+14
3.921592159215921e+02	-1.376712447457588e+11	7.402235961675333e+11	4.830917874396136e+14	1.730361969388769e+16	4.829541161948678e+14	4.838320110357811e+14
3.931293129312932e+02	-1.385340981248894e+11	7.438903562366432e+11	4.830917874396136e+14	1.730367099880633e+16	4.829532533414886e+14	4.838356777958502e+14
3.940994099409941e+02	-1.393831378012425e+11	7.475661756841791e+11	4.830917874396136e+14	1.730372230357285e+16	4.829524043018123e+14	4.838393536152978e+14
3.950695069506951e+02	-1.402183295667655e+11	7.512510545101411e+11	4.830917874396136e+14	1.730377360818725e+16	4.829515691100468e+14	4.838430384941237e+14
3.960396039603961e+02	-1.410396397186253e+11	7.549449927145294e+11	4.830917874396136e+14	1.730382491264954e+16	4.829507477998949e+14	4.838467324323281e+14
3.970097009700970e+02	-1.418470353853462e+11	7.586479902973441e+11	4.830917874396136e+14	1.730387621695972e+16	4.829499404042282e+14	4.838504354299109e+14
3.979797979797980e+02	-1.426404839192989e+11	7.623600472585848e+11	4.830917874396136e+14	1.730392752111778e+16	4.829491469556942e+14	4.838541474868721e+14
3.989498949894989e+02	-1.434199534850280e+11	7.660811635982520e+11	4.830917874396136e+14	1.730397882512374e+16	4.829483674861285e+14	4.838578686032118e+14
3.999199919991999e+02	-1.441854125156892e+11	7.698113393163453e+11	4.830917874396136e+14	1.730403012897758e+16	4.829476020270979e+14	4.838615987789299e+14
4.008900890089009e+02	-1.449368301159258e+11	7.735505744128649e+11	4.830917874396136e+14	1.730408143267932e+16	4.829468506094976e+14	4.838653380140264e+14
4.018601860186019e+02	-1.456741759083923e+11	7.772988688878109e+11	4.830917874396136e+14	1.730413273622895e+16	4.829461132637052e+14	4.838690863085014e+14
4.028302830283028e+02	-1.463974201872318e+11	7.810562227411827e+11	4.830917874396136e+14	1.730418403962648e+16	4.829453900194263e+14	4.838728436623548e+14
4.038003800380038e+02	-1.471065333681179e+11	7.848226359729813e+11	4.830917874396136e+14	1.730423534287190e+16	4.829446809062454e+14	4.838766100755866e+14
4.047704770477048e+02	-1.478014868643511e+11	7.885981085832058e+11	4.830917874396136e+14	1.730428664596522e+16	4.829439859527492e+14	4.838803855481968e+14
4.057405740574058e+02	-1.484822521404200e+11	7.923826405718566e+11	4.830917874396136e+14	1.730433794890644e+16	4.829433051874732e+14	4.838841700801854e+14
4.067106710671067e+02	-1.491488015177534e+11	7.961762319389337e+11	4.830917874396136e+14	1.730438925169556e+16	4.829426386380959e+14	4.838879636715525e+14
4.076807680768077e+02	-1.498011076887121e+11	7.999788826844369e+11	4.830917874396136e+14	1.730444055433258e+16	4.829419863319249e+14	4.838917663222980e+14
4.086508650865086e+02	-1.504391438828548e+11	8.037905928083665e+11	4.830917874396136e+14	1.730449185681750e+16	4.829413482957307e+14	4.838955780324219e+14
4.096209620962096e+02	-1.510628838413595e+11	8.076113623107223e+11	4.830917874396136e+14	1.730454315915034e+16	4.829407245557722e+14	4.838993988019243e+14
4.105910591059106e+02	-1.516723015932032e+11	8.114411911915043e+11	4.830917874396136e+14	1.730459446133107e+16	4.829401151380203e+14	4.839032286308051e+14
4.115611561156115e+02	-1.522673719283823e+11	8.152800794507125e+11	4.830917874396136e+14	1.730464576335971e+16	4.829395200676852e+14	4.839070675190642e+14
4.125312531253126e+02	-1.528480699950364e+11	8.191280270883474e+11	4.830917874396136e+14	1.730469706523626e+16	4.829389393696185e+14	4.839109154667019e+14
4.135013501350135e+02	-1.534143714912947e+11	8.229850341044081e+11	4.830917874396136e+14	1.730474836696072e+16	4.829383730681222e+14	4.839147724737180e+14
4.144714471447145e+02	-1.539662525245889e+11	8.268511004988951e+11	4.830917874396136e+14	1.730479966853309e+16	4.829378211870890e+14	4.839186385401124e+14
4.154415441544155e+02	-1.545036896116536e+11	8.307262262718083e+11	4.830917874396136e+14	1.730485096995338e+16	4.829372837500019e+14	4.839225136658854e+14
4.164116411641164e+02	-1.550266599918752e+11	8.346104114231478e+11	4.830917874396136e+14	1.730490227122157e+16	4.829367607796217e+14	4.839263978510367e+14
4.173817381738174e+02	-1.555351410261745e+11	8.385036559529136e+11	4.830917874396136e+14	1.730495357233768e+16	4.829362522985874e+14	4.839302910955665e+14
4.183518351835183e+02	-1.560291108492834e+11	8.424059598611056e+11	4.830917874396136e+14	1.730500487330171e+16	4.829357583287643e+14	4.839341933994747e+14
4.193219321932193e+02	-1.565085479540786e+11	8.463173231477239e+11	4.830917874396136e+14	1.730505617411366e+16	4.829352788916595e+14	4.839381047627613e+14
4.202920292029203e+02	-1.569734311276336e+11	8.502377458127683e+11	4.830917874396136e+14	1.730510747477352e+16	4.829348140084859e+14	4.839420251854263e+14
4.212621262126213e+02	-1.574237398477005e+11	8.541672278562393e+11	4.830917874396136e+14	1.730515877528131e+16	4.829343636997659e+14	4.839459546674698e+14
4.222322232223222e+02	-1.578594540013359e+11	8.581057692781360e+11	4.830917874396136e+14	1.730521007563702e+16	4.829339279856122e+14	4.839498932088917e+14
4.232023202320232e+02	-1.582805536930552e+11	8.620533700784595e+11	4.830917874396136e+14	1.730526137584065e+16	4.829335068859205e+14	4.839538408096920e+14
4.241724172417242e+02	-1.586870198523453e+11	8.660100302572090e+11	4.830917874396136e+14	1.730531267589221e+16	4.829331004197612e+14	4.839577974698708e+14
4.251425142514252e+02	-1.590788334407014e+11	8.699757498143846e+11	4.830917874396136e+14	1.730536397579169e+16	4.829327086061729e+14	4.839617631894279e+14
4.261126112611261e+02	-1.594559762062209e+11	8.739505287499867e+11	4.830917874396136e+14	1.730541527553910e+16	4.829323314634073e+14	4.839657379683636e+14
4.270827082708271e+02	-1.598184301336459e+11	8.779343670640149e+11	4.830917874396136e+14	1.730546657513444e+16	4.829319690094799e+14	4.839697218066776e+14
4.280528052805280e+02	-1.601661776362088e+11	8.819272647564694e+11	4.830917874396136e+14	1.730551787457771e+16	4.829316212619774e+14	4.839737147043701e+14
4.290229022902290e+02	-1.604992016963197e+11	8.859292218273500e+11	4.830917874396136e+14	1.730556917386891e+16	4.829312882379172e+14	4.839777166614409e+14
4.299929992999300e+02	-1.608174854690850e+11	8.899402382766572e+11	4.830917874396136e+14	1.730562047300805e+16	4.829309699541445e+14	4.839817276778902e+14
4.309630963096309e+02	-1.611210127747120e+11	8.939603141043901e+11	4.830917874396136e+14	1.730567177199511e+16	4.829306664268388e+14	4.839857477537179e+14
4.319331933193320e+02	-1.614097678299249e+11	8.979894493105498e+11	4.830917874396136e+14	1.730572307083012e+16	4.829303776717837e+14	4.839897768889241e+14
4.329032903290329e+02	-1.616837350241449e+11	9.020276438951354e+11	4.830917874396136e+14	1.730577436951306e+16	4.829301037045894e+14	4.839938150835087e+14
4.338733873387339e+02	-1.619428994502635e+11	9.060748978581475e+11	4.830917874396136e+14	1.730582566804393e+16	4.829298445401633e+14	4.839978623374717e+14
4.348434843484349e+02	-1.621872464314233e+11	9.101312111995856e+11	4.830917874396136e+14	1.730587696642275e+16	4.829296001931821e+14	4.840019186508131e+14
4.358135813581358e+02	-1.624167617320485e+11	9.141965839194501e+11	4.830917874396136e+14	1.730592826464951e+16	4.829293706778815e+14	4.840059840235330e+14
4.367836783678368e+02	-1.626314316281883e+11	9.182710160177407e+11	4.830917874396136e+14	1.730597956272421e+16	4.829291560079853e+14	4.840100584556313e+14
4.377537753775377e+02	-1.628312425749843e+11	9.223545074944576e+11	4.830917874396136e+14	1.730603086064685e+16	4.829289561970386e+14	4.840141419471080e+14
4.387238723872387e+02	-1.630161815519934e+11	9.264470583496008e+11	4.830917874396136e+14	1.730608215841744e+16	4.829287712580616e+14	4.840182344979632e+14
4.396939693969397e+02	-1.631862358969214e+11	9.305486685831703e+11	4.830917874396136e+14	1.730613345603598e+16	4.829286012037167e+14	4.840223361081968e+14
4.406640664066407e+02	-1.633413934271254e+11	9.346593381951661e+11	4.830917874396136e+14	1.730618475350246e+16	4.829284460461864e+14	4.840264467778088e+14
4.416341634163416e+02	-1.634816421838193e+11	9.387790671855878e+11	4.830917874396136e+14	1.730623605081689e+16	4.829283057974298e+14	4.840305665067991e+14
4.426042604260426e+02	-1.636069707965816e+11	9.429078555544362e+11	4.830917874396136e+14	1.730628734797928e+16	4.829281804688170e+14	4.840346952951680e+14
4.435743574357435e+02	-1.637173679525812e+11	9.470457033017103e+11	4.830917874396136e+14	1.730633864498961e+16	4.829280700716609e+14	4.840388331429152e+14
4.445444544454446e+02	-1.638128231000132e+11	9.511926104274111e+11	4.830917874396136e+14	1.730638994184790e+16	4.829279746165135e+14	4.840429800500410e+14
4.455145514551455e+02	-1.638933256998991e+11	9.553485769315381e+11	4.830917874396136e+14	1.730644123855414e+16	4.829278941139137e+14	4.840471360165451e+14
4.464846484648465e+02	-1.639588659423127e+11	9.595136028140912e+11	4.830917874396136e+14	1.730649253510834e+16	4.829278285736713e+14	4.840513010424276e+14
4.474547454745475e+02	-1.640094340429441e+11	9.636876880750707e+11	4.830917874396136e+14	1.730654383151049e+16	4.829277780055706e+14	4.840554751276886e+14
4.484248424842484e+02	-1.640450206971357e+11	9.678708327144762e+11	4.830917874396136e+14	1.730659512776061e+16	4.829277424189164e+14	4.840596582723281e+14
4.493949394939494e+02	-1.640656171118566e+11	9.720630367323082e+11	4.830917874396136e+14	1.730664642385868e+16	4.829277218225018e+14	4.840638504763459e+14
4.503650365036503e+02	-1.640712146667749e+11	9.762643001285660e+11	4.830917874396136e+14	1.730669771980472e+16	4.829277162249468e+14	4.840680517397421e+14
4.513351335133514e+02	-1.640618051380775e+11	9.804746229032509e+11	4.830917874396136e+14	1.730674901559871e+16	4.829277256344754e+14	4.840722620625168e+14
4.523052305230523e+02	-1.640373807560248e+11	9.846940050563612e+11	4.830917874396136e+14	1.730680031124067e+16	4.829277500588576e+14	4.840764814446699e+14
4.532753275327533e+02	-1.639979338596274e+11	9.889224465878983e+11	4.830917874396136e+14	1.730685160673060e+16	4.829277895057539e+14	4.840807098862014e+14
4.542454245424543e+02	-1.639434573506817e+11	9.931599474978615e+11	4.830917874396136e+14	1.730690290206849e+16	4.829278439822629e+14	4.840849473871114e+14
4.552155215521552e+02	-1.638739445402934e+11	9.974065077862506e+11	4.830917874396136e+14	1.730695419725435e+16	4.829279134950732e+14	4.840891939473998e+14
4.561856185618562e+02	-1.637893886756575e+11	1.001662127453066e+12	4.830917874396136e+14	1.730700549228818e+16	4.829279980509379e+14	4.840934495670666e+14
4.571557155715572e+02	-1.636897838545239e+11	1.005926806498308e+12	4.830917874396136e+14	1.730705678716998e+16	4.829280976557590e+14	4.840977142461119e+14
4.581258125812581e+02	-1.635751241554957e+11	1.010200544921976e+12	4.830917874396136e+14	1.730710808189976e+16	4.829282123154581e+14	4.841019879845356e+14
4.590959095909591e+02	-1.634454040920651e+11	1.014483342724071e+12	4.830917874396136e+14	1.730715937647750e+16	4.829283420355215e+14	4.841062707823376e+14
4.600660066006601e+02	-1.633006184655311e+11	1.018775199904591e+12	4.830917874396136e+14	1.730721067090322e+16	4.829284868211481e+14	4.841105626395181e+14
4.610361036103610e+02	-1.631407625696353e+11	1.023076116463538e+12	4.830917874396136e+14	1.730726196517692e+16	4.829286466770439e+14	4.841148635560771e+14
4.620062006200620e+02	-1.629658318132652e+11	1.027386092400911e+12	4.830917874396136e+14	1.730731325929859e+16	4.829288216078002e+14	4.841191735320145e+14
4.629762976297629e+02	-1.627758219186945e+11	1.031705127716710e+12	4.830917874396136e+14	1.730736455326825e+16	4.829290116176949e+14	4.841234925673302e+14
4.639463946394640e+02	-1.625707291837733e+11	1.036033222410936e+12	4.830917874396136e+14	1.730741584708588e+16	4.829292167104298e+14	4.841278206620245e+14
4.649164916491649e+02	-1.623505499063894e+11	1.040370376483588e+12	4.830917874396136e+14	1.730746714075149e+16	4.829294368897072e+14	4.841321578160971e+14
4.658865886588659e+02	-1.621152809600069e+11	1.044716589934666e+12	4.830917874396136e+14	1.730751843426509e+16	4.829296721586536e+14	4.841365040295482e+14
4.668566856685669e+02	-1.618649192820765e+11	1.049071862764170e+12	4.830917874396136e+14	1.730756972762667e+16	4.829299225203314e+14	4.841408593023778e+14
4.678267826782678e+02	-1.615994622641228e+11	1.053436194972101e+12	4.830917874396136e+14	1.730762102083624e+16	4.829301879773494e+14	4.841452236345857e+14
4.687968796879688e+02	-1.613189076302413e+11	1.057809586558458e+12	4.830917874396136e+14	1.730767231389379e+16	4.829304685319834e+14	4.841495970261720e+14
4.697669766976697e+02	-1.610232532324630e+11	1.062192037523241e+12	4.830917874396136e+14	1.730772360679934e+16	4.829307641863811e+14	4.841539794771368e+14
4.707370737073708e+02	-1.607124976710564e+11	1.066583547866450e+12	4.830917874396136e+14	1.730777489955287e+16	4.829310749419425e+14	4.841583709874800e+14
