#  aims_uuid : 9E77B350-B48A-4CBA-A44E-A8089FE5A8A9                                
#  angular momentum projected density of states for species Cu as calculated by FHI-aims 
# The energy reference for this output is the chemical potential, mu =      -5.705409 eV
#      Energy (eV)         total dos     l= 0              l= 1              l= 2              l= 3              l= 4
      -32.50436716        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
      -32.49436591        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
      -32.48436466        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
      -32.47436341        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
      -32.46436216        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
      -32.45436091        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
      -32.44435966        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
      -32.43435841        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
      -32.42435716        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
      -32.41435591        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
      -32.40435466        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
      -32.39435341        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
      -32.38435216        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
      -32.37435091        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
      -32.36434966        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
      -32.35434841        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
      -32.34434716        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
      -32.33434591        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
      -32.32434466        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
      -32.31434341        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
      -32.30434216        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
      -32.29434091        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
      -32.28433966        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
      -32.27433841        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
      -32.26433716        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
      -32.25433591        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
      -32.24433466        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
      -32.23433341        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
      -32.22433216        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
      -32.21433091        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
      -32.20432966        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
      -32.19432841        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
      -32.18432716        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
