#  aims_uuid : F6E78B0D-804B-4AD0-A977-1568297477EF                                
#  angular momentum projected density of states for species Cu as calculated by FHI-aims 
# The energy reference for this output is the chemical potential, mu =      -5.705409 eV
#      Energy (eV)         total dos     l= 0              l= 1              l= 2              l= 3              l= 4
      -41.56431791        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
      -41.55431691        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
      -41.54431591        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
      -41.53431491        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
      -41.52431391        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
      -41.51431291        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
      -41.50431191        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
      -41.49431091        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
      -41.48430991        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
      -41.47430891        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
      -41.46430791        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
      -41.45430691        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
      -41.44430591        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
      -41.43430491        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
      -41.42430391        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
      -41.41430291        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
      -41.40430191        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
      -41.39430091        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
      -41.38429991        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
      -41.37429891        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
      -41.36429791        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
      -41.35429691        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
      -41.34429591        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
      -41.33429491        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
      -41.32429391        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
      -41.31429291        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
      -41.30429191        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
      -41.29429091        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
      -41.28428991        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
