0.000000000000000e+00	5.207980442501580e-01	4.792019557498421e-01	5.271387644139490e-01	4.728612355860510e-01
6.006006006006006e-02	5.106768365313145e-01	4.893231634686856e-01	5.332560428755667e-01	4.667439571244333e-01
1.201201201201201e-01	5.149281577885723e-01	4.850718422114278e-01	5.390538435693136e-01	4.609461564306864e-01
1.801801801801802e-01	5.323875726429613e-01	4.676124273570387e-01	5.445278361570498e-01	4.554721638429501e-01
2.402402402402402e-01	5.565189717025393e-01	4.434810282974608e-01	5.497256611471513e-01	4.502743388528487e-01
3.003003003003003e-01	5.694414706499047e-01	4.305585293500953e-01	5.547681657023249e-01	4.452318342976750e-01
3.603603603603603e-01	5.687208088313933e-01	4.312791911686067e-01	5.598620191475654e-01	4.401379808524347e-01
4.204204204204204e-01	5.663136844427779e-01	4.336863155572220e-01	5.652939534431198e-01	4.347060465568802e-01
4.804804804804805e-01	5.611289647888480e-01	4.388710352111519e-01	5.714046310589956e-01	4.285953689410044e-01
5.405405405405406e-01	5.583542461551508e-01	4.416457538448492e-01	5.785474394159378e-01	4.214525605840623e-01
6.006006006006006e-01	5.574237217814352e-01	4.425762782185648e-01	5.870412889325721e-01	4.129587110674279e-01
6.606606606606606e-01	5.547521054347007e-01	4.452478945652995e-01	5.971280350606818e-01	4.028719649393182e-01
7.207207207207207e-01	5.563492630211089e-01	4.436507369788911e-01	6.089459498722213e-01	3.910540501277788e-01
7.807807807807807e-01	5.646429761608442e-01	4.353570238391557e-01	6.225291415246444e-01	3.774708584753556e-01
8.408408408408409e-01	5.769982219755639e-01	4.230017780244361e-01	6.378354215167226e-01	3.621645784832775e-01
9.009009009009009e-01	5.933860976549358e-01	4.066139023450642e-01	6.547916768341524e-01	3.452083231658476e-01
9.609609609609610e-01	6.161718491525761e-01	3.838281508474239e-01	6.733325944836616e-01	3.266674055163384e-01
1.021021021021021e+00	6.322933873467894e-01	3.677066126532107e-01	6.934046828537284e-01	3.065953171462716e-01
1.081081081081081e+00	6.416100244706040e-01	3.583899755293959e-01	7.149192798519668e-01	2.850807201480333e-01
1.141141141141141e+00	6.474535592111397e-01	3.525464407888604e-01	7.376654721628104e-01	2.623345278371895e-01
1.201201201201201e+00	6.490733224239360e-01	3.509266775760639e-01	7.612261161467091e-01	2.387738838532910e-01
1.261261261261261e+00	6.515523682559450e-01	3.484476317440551e-01	7.849559089492054e-01	2.150440910507946e-01
1.321321321321321e+00	6.589836966394179e-01	3.410163033605821e-01	8.080582569863246e-01	1.919417430136754e-01
1.381381381381381e+00	6.852142678152636e-01	3.147857321847363e-01	8.297408488584752e-01	1.702591511415248e-01
1.441441441441441e+00	7.434308019722767e-01	2.565691980277233e-01	8.493787223085271e-01	1.506212776914729e-01
1.501501501501501e+00	8.056305299094529e-01	1.943694700905471e-01	8.666123270908098e-01	1.333876729091901e-01
1.561561561561561e+00	8.533108175250995e-01	1.466891824749005e-01	8.813546133622620e-01	1.186453866377381e-01
1.621621621621622e+00	8.838991750703825e-01	1.161008249296174e-01	8.937312128042140e-01	1.062687871957862e-01
1.681681681681682e+00	9.010151769629143e-01	9.898482303708554e-02	9.039966181110406e-01	9.600338188895935e-02
1.741741741741742e+00	9.124031322806839e-01	8.759686771931602e-02	9.124590082278690e-01	8.754099177213107e-02
1.801801801801802e+00	9.206958951455430e-01	7.930410485445695e-02	9.194273796312009e-01	8.057262036879906e-02
1.861861861861862e+00	9.253020267191723e-01	7.469797328082772e-02	9.251810764693358e-01	7.481892353066422e-02
1.921921921921922e+00	9.294327119230229e-01	7.056728807697708e-02	9.299562841808342e-01	7.004371581916578e-02
1.981981981981982e+00	9.340765927021990e-01	6.592340729780090e-02	9.339435430589518e-01	6.605645694104816e-02
2.042042042042042e+00	9.374267062856135e-01	6.257329371438640e-02	9.372915347004839e-01	6.270846529951617e-02
2.102102102102102e+00	9.398606472834686e-01	6.013935271653131e-02	9.401137588482983e-01	5.988624115170168e-02
2.162162162162162e+00	9.425574595691989e-01	5.744254043080112e-02	9.424960718103887e-01	5.750392818961131e-02
2.222222222222222e+00	9.454195306685109e-01	5.458046933148897e-02	9.445041821158514e-01	5.549581788414863e-02
2.282282282282282e+00	9.476246568071078e-01	5.237534319289223e-02	9.461905818068753e-01	5.380941819312463e-02
2.342342342342342e+00	9.488623999720955e-01	5.113760002790443e-02	9.476001420803550e-01	5.239985791964485e-02
2.402402402402402e+00	9.494187362126502e-01	5.058126378734987e-02	9.487735472988220e-01	5.122645270117798e-02
2.462462462462462e+00	9.502890712428937e-01	4.971092875710631e-02	9.497483540243363e-01	5.025164597566361e-02
2.522522522522523e+00	9.506776577794048e-01	4.932234222059511e-02	9.505583152976507e-01	4.944168470234940e-02
2.582582582582583e+00	9.508259445191322e-01	4.917405548086782e-02	9.512320658092082e-01	4.876793419079187e-02
2.642642642642643e+00	9.516244421492200e-01	4.837555785078004e-02	9.517921906603269e-01	4.820780933967291e-02
2.702702702702703e+00	9.522877143690046e-01	4.771228563099541e-02	9.522553106065673e-01	4.774468939343266e-02
2.762762762762763e+00	9.526667606721373e-01	4.733323932786281e-02	9.526332760818754e-01	4.736672391812458e-02
2.822822822822823e+00	9.530339352762673e-01	4.696606472373262e-02	9.529350622443491e-01	4.706493775565081e-02
2.882882882882883e+00	9.535048681422618e-01	4.649513185773814e-02	9.531687281020481e-01	4.683127189795180e-02
2.942942942942943e+00	9.536360565871388e-01	4.636394341286128e-02	9.533428612755571e-01	4.665713872444285e-02
3.003003003003003e+00	9.534113510825311e-01	4.658864891746903e-02	9.534671399318341e-01	4.653286006816598e-02
3.063063063063063e+00	9.532047763083081e-01	4.679522369169177e-02	9.535519675554914e-01	4.644803244450867e-02
3.123123123123123e+00	9.532164267759744e-01	4.678357322402554e-02	9.536075254787124e-01	4.639247452128758e-02
3.183183183183183e+00	9.532656181608027e-01	4.673438183919733e-02	9.536428025480249e-01	4.635719745197517e-02
3.243243243243243e+00	9.532316488073812e-01	4.676835119261880e-02	9.536650116797509e-01	4.633498832024903e-02
3.303303303303303e+00	9.532005840035451e-01	4.679941599645480e-02	9.536794439964813e-01	4.632055600351871e-02
3.363363363363364e+00	9.531786705061961e-01	4.682132949380386e-02	9.536895689284484e-01	4.631043107155165e-02
3.423423423423424e+00	9.531994953124691e-01	4.680050468753102e-02	9.536971898142216e-01	4.630281018577834e-02
3.483483483483484e+00	9.532383453402031e-01	4.676165465979695e-02	9.537025835734322e-01	4.629741642656776e-02
3.543543543543544e+00	9.532868704276869e-01	4.671312957231306e-02	9.537046366502574e-01	4.629536334974266e-02
3.603603603603604e+00	9.533388735059275e-01	4.666112649407249e-02	9.537010013391889e-01	4.629899866081110e-02
3.663663663663664e+00	9.534158643816194e-01	4.658413561838071e-02	9.536882770231441e-01	4.631172297685596e-02
3.723723723723724e+00	9.534797108692405e-01	4.652028913075946e-02	9.536622030946491e-01	4.633779690535096e-02
3.783783783783784e+00	9.535259306136626e-01	4.647406938633736e-02	9.536178418078065e-01	4.638215819219348e-02
3.843843843843844e+00	9.535288056387408e-01	4.647119436125916e-02	9.535497352359350e-01	4.645026476406497e-02
3.903903903903904e+00	9.535411940162329e-01	4.645880598376705e-02	9.534520467881763e-01	4.654795321182365e-02
3.963963963963964e+00	9.535201639508860e-01	4.647983604911395e-02	9.533187280625468e-01	4.668127193745317e-02
4.024024024024024e+00	9.535192299515561e-01	4.648077004844390e-02	9.531437474443537e-01	4.685625255564631e-02
4.084084084084084e+00	9.534493177215395e-01	4.655068227846049e-02	9.529213602955218e-01	4.707863970447818e-02
4.144144144144144e+00	9.531427668893296e-01	4.685723311067035e-02	9.526463410690892e-01	4.735365893091075e-02
4.204204204204204e+00	9.528490019750672e-01	4.715099802493285e-02	9.523141276856651e-01	4.768587231433489e-02
4.264264264264265e+00	9.525066702345321e-01	4.749332976546800e-02	9.519209701902579e-01	4.807902980974208e-02
4.324324324324325e+00	9.521952152618521e-01	4.780478473814784e-02	9.514642946932913e-01	4.853570530670862e-02
4.384384384384385e+00	9.519519539077689e-01	4.804804609223109e-02	9.509433998361391e-01	4.905660016386101e-02
4.444444444444445e+00	9.513264858913631e-01	4.867351410863684e-02	9.503602789905795e-01	4.963972100942057e-02
4.504504504504505e+00	9.502769177906893e-01	4.972308220931065e-02	9.497200619016261e-01	5.027993809837397e-02
4.564564564564565e+00	9.492843174225620e-01	5.071568257743784e-02	9.490306226163561e-01	5.096937738364404e-02
4.624624624624625e+00	9.483481776019423e-01	5.165182239805755e-02	9.483013400114462e-01	5.169865998855373e-02
4.684684684684685e+00	9.474399061212404e-01	5.256009387875964e-02	9.475414698438592e-01	5.245853015614082e-02
4.744744744744745e+00	9.465874058898932e-01	5.341259411010679e-02	9.467587324776143e-01	5.324126752238567e-02
4.804804804804805e+00	9.458214087248846e-01	5.417859127511533e-02	9.459585278557816e-01	5.404147214421840e-02
4.864864864864865e+00	9.450323942014024e-01	5.496760579859754e-02	9.451438946854009e-01	5.485610531459905e-02
4.924924924924925e+00	9.442411370618826e-01	5.575886293811745e-02	9.443161220349915e-01	5.568387796500866e-02
4.984984984984985e+00	9.434993336168118e-01	5.650066638318810e-02	9.434758294246228e-01	5.652417057537709e-02
5.045045045045045e+00	9.427702528671575e-01	5.722974713284239e-02	9.426242813247906e-01	5.737571867520946e-02
5.105105105105105e+00	9.418607046904569e-01	5.813929530954311e-02	9.417646136320137e-01	5.823538636798634e-02
5.165165165165165e+00	9.407961417849299e-01	5.920385821507004e-02	9.409025466850042e-01	5.909745331499584e-02
5.225225225225225e+00	9.396416568992401e-01	6.035834310075994e-02	9.400461797106064e-01	5.995382028939362e-02
5.285285285285285e+00	9.383618967638337e-01	6.163810323616634e-02	9.392047210120207e-01	6.079527898797926e-02
5.345345345345345e+00	9.372067121904658e-01	6.279328780953422e-02	9.383864612320323e-01	6.161353876796781e-02
5.405405405405405e+00	9.364898514442184e-01	6.351014855578155e-02	9.375967192539144e-01	6.240328074608552e-02
5.465465465465465e+00	9.360833583439336e-01	6.391664165606629e-02	9.368365823087610e-01	6.316341769123902e-02
5.525525525525525e+00	9.356540357762966e-01	6.434596422370342e-02	9.361028836883361e-01	6.389711631166389e-02
5.585585585585585e+00	9.349130521575929e-01	6.508694784240712e-02	9.353892597340896e-01	6.461074026591034e-02
5.645645645645645e+00	9.342377579191793e-01	6.576224208082081e-02	9.346877855444919e-01	6.531221445550796e-02
5.705705705705705e+00	9.339932320393063e-01	6.600676796069375e-02	9.339907877745272e-01	6.600921222547279e-02
5.765765765765765e+00	9.337122156177922e-01	6.628778438220789e-02	9.332926082619417e-01	6.670739173805816e-02
